id,Nombre,Plataforma,Marca,Puntuacion_usuario
7840,Droplitz,Xbox360,Xbox,72.0
7841,Batman: Arkham VR,PlayStation4,PlayStation,72.0
7842,Trine 2,Xbox360,Xbox,72.0
7843,Blazing Chrome,PC,PC_Gamer,72.0
7844,Back to the Future: The Game - Episode II: Get Tannen!,PC,PC_Gamer,72.0
7845,Mutazione,PlayStation4,PlayStation,72.0
7846,Ephemeral Fantasia,PlayStation2,PlayStation,72.0
7847,Tactical Ops: Assault on Terror,PC,PC_Gamer,72.0
7848,Gato Roboto,PC,PC_Gamer,72.0
7849,Triple Play Baseball,PlayStation,PlayStation,72.0
7850,Supercar Street Challenge,PlayStation2,PlayStation,72.0
7851,PixelJunk Shooter Ultimate,PlayStation4,PlayStation,72.0
7852,Alien Syndrome,Wii,Nintendo,72.0
7853,Shox,PlayStation2,PlayStation,72.0
7854,Super Mega Baseball,PlayStation4,PlayStation,72.0
7855,LEGO City Undercover,PlayStation4,PlayStation,72.0
7856,High Hell,PC,PC_Gamer,72.0
7857,RLH: Run Like Hell,PlayStation2,PlayStation,72.0
7858,BMX XXX,Xbox,Xbox,72.0
7859,Enter The Gungeon,XboxOne,Xbox,72.0
7860,Borderlands 2: Mr. Torgue's Campaign of Carnage,PC,PC_Gamer,72.0
7861,ATV Offroad Fury Pro,PSP,PlayStation,72.0
7862,Hearts of Iron III,PC,PC_Gamer,72.0
7863,Mugen Souls,PlayStation3,PlayStation,72.0
7864,Rocketbirds: Hardboiled Chicken,PlayStationVita,PlayStation,72.0
7865,Quantum Conundrum,PlayStation3,PlayStation,72.0
7866,Sundered: Eldritch Edition,Switch,Nintendo,72.0
7867,Dark Souls II,PC,PC_Gamer,72.0
7868,Super Little Acorns 3D Turbo,3DS,Nintendo,72.0
7869,Minutes,PlayStation4,PlayStation,72.0
7870,Darksiders II,PlayStation3,PlayStation,72.0
7871,Mercenaries 2: World in Flames,PlayStation2,PlayStation,72.0
7872,Mega Man X7,PlayStation2,PlayStation,72.0
7873,Super Mario Party,Switch,Nintendo,72.0
7874,Flight Simulator X: Acceleration,PC,PC_Gamer,72.0
7875,Lonely Mountains: Downhill,Switch,Nintendo,72.0
7876,The Stretchers,Switch,Nintendo,72.0
7877,Super Rub a Dub,PlayStation3,PlayStation,72.0
7878,Dominions II: The Ascension Wars,PC,PC_Gamer,72.0
7879,NBA Live 2003,Xbox,Xbox,72.0
7880,The Sims: Livin' Large,PC,PC_Gamer,72.0
7881,Alpha Protocol,Xbox360,Xbox,72.0
7882,Defiance,Xbox360,Xbox,72.0
7883,Age of Booty,Xbox360,Xbox,72.0
7884,Asheron's Call 2: Fallen Kings,PC,PC_Gamer,72.0
7885,Lovers in a Dangerous Spacetime,XboxOne,Xbox,72.0
7886,Final Fantasy XIII,PlayStation3,PlayStation,72.0
7887,Mortal Shell,XboxOne,Xbox,72.0
7888,Jet Set Radio,PlayStation3,PlayStation,72.0
7889,Has-Been Heroes,Switch,Nintendo,72.0
7890,The Adventure Pals,XboxOne,Xbox,72.0
7891,Sonic: Lost World,WiiU,Nintendo,72.0
7892,Pro Evolution Soccer 2016,PlayStation4,PlayStation,72.0
7893,Kill Strain,PlayStation4,PlayStation,72.0
7894,WWE SmackDown vs. Raw 2009,PlayStation2,PlayStation,72.0
7895,LEGO Star Wars: The Complete Saga,PlayStation3,PlayStation,72.0
7896,Ys: Memories of Celceta,PlayStation4,PlayStation,72.0
7897,F1 2012,PC,PC_Gamer,72.0
7898,Devil Daggers,PC,PC_Gamer,72.0
7899,X-Men: The Official Game,PlayStation2,PlayStation,72.0
7900,TowerFall Ascension,XboxOne,Xbox,72.0
7901,Rogue Trooper Redux,XboxOne,Xbox,72.0
7902,Signal Ops,PC,PC_Gamer,72.0
7903,Death Jr.,PSP,PlayStation,72.0
7904,The Awesome Adventures of Captain Spirit,PlayStation4,PlayStation,72.0
7905,Bit.Trip Presents...Runner2: Future Legend of Rhythm Alien,PlayStationVita,PlayStation,72.0
7906,SteamWorld Heist,PlayStation4,PlayStation,72.0
7907,Final Fantasy XIII,PlayStation3,PlayStation,72.0
7908,New Super Mario Bros. 2,3DS,Nintendo,72.0
7909,Hitman - Episode 3: Marrakesh,PlayStation4,PlayStation,72.0
7910,"Monsters, Inc.",PlayStation2,PlayStation,72.0
7911,Final Fantasy XIV Online: A Realm Reborn,PC,PC_Gamer,72.0
7912,Rabi-Ribi,PlayStation4,PlayStation,72.0
7913,Spider-Man 3,PSP,PlayStation,72.0
7914,Driver: San Francisco,PC,PC_Gamer,72.0
7915,The Walking Dead: The Telltale Series - The Final Season Episode 1: Done Running,PlayStation4,PlayStation,72.0
7916,World of Outlaws: Sprint Cars,PC,PC_Gamer,72.0
7917,Darkness Within: In Pursuit of Loath Nolder,PC,PC_Gamer,72.0
7918,Star Wars: Demolition,PlayStation,PlayStation,72.0
7919,Killing Floor 2,PlayStation4,PlayStation,72.0
7920,Star Trek: Tactical Assault,DS,Nintendo,72.0
7921,Tropico 3,Xbox360,Xbox,72.0
7922,Switchball,Xbox360,Xbox,72.0
7923,Stuntman: Ignition,Xbox360,Xbox,72.0
7924,Saints Row IV: Re-Elected,PlayStation4,PlayStation,72.0
7925,Violett,PC,PC_Gamer,72.0
7926,RiME,PC,PC_Gamer,72.0
7927,Deadpool,PlayStation3,PlayStation,72.0
7928,Pro Race Driver,Xbox,Xbox,72.0
7929,Golem,PlayStation4,PlayStation,72.0
7930,TrackMania DS,DS,Nintendo,72.0
7931,Medal of Honor Infiltrator,GameBoyAdvance,Nintendo,72.0
7932,Saw,Xbox360,Xbox,72.0
7933,Every Extend Extra Extreme,Xbox360,Xbox,72.0
7934,Valkyrie Profile: Covenant of the Plume,DS,Nintendo,72.0
7935,LUNA The Shadow Dust,PC,PC_Gamer,72.0
7936,Carmageddon: Max Damage,XboxOne,Xbox,72.0
7937,Fantasy General II: Invasion,PC,PC_Gamer,72.0
7938,The Pinball of the Dead,GameBoyAdvance,Nintendo,72.0
7939,The Station,XboxOne,Xbox,72.0
7940,ChuChu Rocket!,GameBoyAdvance,Nintendo,72.0
7941,LEGO Marvel Super Heroes 2,Switch,Nintendo,72.0
7942,F1 2011,PlayStation3,PlayStation,72.0
7943,Dakar 18,XboxOne,Xbox,72.0
7944,Whirl Tour,PlayStation2,PlayStation,72.0
7945,Whirl Tour,GameCube,Nintendo,72.0
7946,Cortex Command,PC,PC_Gamer,72.0
7947,Senran Kagura: Bon Appetit!,PlayStationVita,PlayStation,72.0
7948,State of Decay,Xbox360,Xbox,72.0
7949,Carnivores: Ice Age,PC,PC_Gamer,72.0
7950,Forgotton Anne,PC,PC_Gamer,72.0
7951,Silent Hunter: Wolves of the Pacific,PC,PC_Gamer,72.0
7952,RIVE,PlayStation4,PlayStation,72.0
7953,Pirates of the Caribbean: Dead Man's Chest,DS,Nintendo,72.0
7954,Post Void,PC,PC_Gamer,72.0
7955,Michael Jackson The Experience,Xbox360,Xbox,72.0
7956,Celeste,PlayStation4,PlayStation,72.0
7957,Hoyle Majestic Chess,PC,PC_Gamer,72.0
7958,Capcom Fighting Evolution,Xbox,Xbox,72.0
7959,Resident Evil 5,PC,PC_Gamer,72.0
7960,Score Rush Extended,PlayStation4,PlayStation,72.0
7961,Pro Evolution Soccer 2018,PlayStation4,PlayStation,72.0
7962,Iridion 3D,GameBoyAdvance,Nintendo,72.0
7963,A Kingdom for Keflings,Xbox360,Xbox,72.0
7964,Microsoft Flight Simulator X,PC,PC_Gamer,72.0
7965,EverQuest: The Shadows of Luclin,PC,PC_Gamer,72.0
7966,Hi Hi Puffy AmiYumi: The Genie & the Amp,DS,Nintendo,72.0
7967,Spyro Reignited Trilogy,XboxOne,Xbox,72.0
7968,Hitman: Absolution,Xbox360,Xbox,72.0
7969,Q*Bert,Dreamcast,OTRO,72.0
7970,The Mummy Demastered,PlayStation4,PlayStation,72.0
7971,James Bond 007: Blood Stone,PC,PC_Gamer,72.0
7972,Mutant Storm Reloaded,Xbox360,Xbox,72.0
7973,TT Isle of Man: Ride On The Edge 2,XboxOne,Xbox,72.0
7974,Diddy Kong Racing DS,DS,Nintendo,72.0
7975,BANNERMEN,PC,PC_Gamer,72.0
7976,Microsoft Flight Simulator,PC,PC_Gamer,72.0
7977,Dynasty Warriors 6,PlayStation3,PlayStation,72.0
7978,Last Day of June,PlayStation4,PlayStation,72.0
7979,Dragon Blade: Wrath of Fire,Wii,Nintendo,72.0
7980,FIFA Soccer,PlayStationVita,PlayStation,72.0
7981,Call of Duty: World at War,DS,Nintendo,72.0
7982,Black & White 2,PC,PC_Gamer,72.0
7983,Grand Prix 3,PC,PC_Gamer,72.0
7984,Jeremy McGrath's Offroad,PlayStation3,PlayStation,72.0
7985,Army of Two,PlayStation3,PlayStation,72.0
7986,Shooting Stars!,PC,PC_Gamer,72.0
7987,Super Mega Baseball 2,XboxOne,Xbox,72.0
7988,James Bond 007: Blood Stone,Xbox360,Xbox,72.0
7989,Manhunt 2,Wii,Nintendo,72.0
7990,Uno Rush,Xbox360,Xbox,72.0
7991,Cars 2: The Video Game,PlayStation3,PlayStation,72.0
7992,Speedball 2 - Tournament,PC,PC_Gamer,72.0
7993,Heat Signature,PC,PC_Gamer,72.0
7994,Mobile Light Force 2,PlayStation2,PlayStation,72.0
7995,Marvel: Ultimate Alliance 2,PlayStation3,PlayStation,72.0
7996,Crysis 2,PlayStation3,PlayStation,72.0
7997,Floigan Bros. Episode 1,Dreamcast,OTRO,72.0
7998,Senran Kagura Burst,3DS,Nintendo,72.0
7999,Jekyll & Hyde (2001),PC,PC_Gamer,72.0
8000,Fallout 3: Broken Steel,PC,PC_Gamer,72.0
8001,Strong Bad's Cool Game for Attractive People Episode 2: Strong Badia the Free,PC,PC_Gamer,72.0
8002,Tom Clancy's Rainbow Six: Rogue Spear,GameBoyAdvance,Nintendo,72.0
8003,Hell Yeah! Wrath of the Dead Rabbit,PC,PC_Gamer,72.0
8004,Outland,PC,PC_Gamer,72.0
8005,Awesomenauts Assemble!,XboxOne,Xbox,72.0
8006,Blasters of the Universe,PlayStation4,PlayStation,72.0
8007,NCAA March Madness 06,Xbox,Xbox,72.0
8008,Ratchet & Clank: Full Frontal Assault,PlayStation3,PlayStation,72.0
8009,Control,PC,PC_Gamer,72.0
8010,Assassin's Creed Origins,PlayStation4,PlayStation,72.0
8011,Layers of Fear,XboxOne,Xbox,72.0
8012,UFC Undisputed 2010,PlayStation3,PlayStation,72.0
8013,Borderlands: The Secret Armory of General Knoxx,PC,PC_Gamer,72.0
8014,Spelunky,PC,PC_Gamer,72.0
8015,The Scorpion King: Rise of the Akkadian,PlayStation2,PlayStation,72.0
8016,Pinball Fantasies,PSP,PlayStation,72.0
8017,Absolver,XboxOne,Xbox,72.0
8018,God Eater 3,Switch,Nintendo,72.0
8019,Observer,PlayStation4,PlayStation,72.0
8020,Final Exam,Xbox360,Xbox,72.0
8021,Alien Breed,PlayStationVita,PlayStation,72.0
8022,Ancestors Legacy,PlayStation4,PlayStation,72.0
8023,Warframe,PlayStation4,PlayStation,72.0
8024,Gunslugs,PlayStationVita,PlayStation,72.0
8025,Super Monkey Ball Deluxe,Xbox,Xbox,72.0
8026,CAPSIZED,Xbox360,Xbox,72.0
8027,Star Trek: Klingon Academy,PC,PC_Gamer,72.0
8028,Shrek: Super Party,Xbox,Xbox,72.0
8029,Trainz,PC,PC_Gamer,72.0
8030,Enemy Engaged: RAH-66 Comanche Versus Ka-52 Hokum,PC,PC_Gamer,72.0
8031,Natural Doctrine,PlayStationVita,PlayStation,72.0
8032,Assassin's Creed III,WiiU,Nintendo,72.0
8033,Oceanhorn: Monster of Uncharted Seas,PC,PC_Gamer,72.0
8034,F.E.A.R. 3,PlayStation3,PlayStation,72.0
8035,Conception II: Children of the Seven Stars,PlayStationVita,PlayStation,72.0
8036,Captain America: Super Soldier,Wii,Nintendo,72.0
8037,FIFA Soccer 12,PlayStation3,PlayStation,72.0
8038,Layers of Fear,PlayStation4,PlayStation,72.0
8039,The Surge,XboxOne,Xbox,72.0
8040,Contra: Shattered Soldier,PlayStation2,PlayStation,72.0
8041,Torchlight II,XboxOne,Xbox,72.0
8042,WWE SmackDown vs. Raw 2008,PlayStation3,PlayStation,72.0
8043,Amplitude,PlayStation4,PlayStation,72.0
8044,UEFA EURO 2008,PlayStation3,PlayStation,72.0
8045,NHL 06,PC,PC_Gamer,72.0
8046,Evidence: The Last Ritual,PC,PC_Gamer,72.0
8047,Snapshot,PC,PC_Gamer,72.0
8048,Wild ARMs XF,PSP,PlayStation,72.0
8049,Wasteland 2,PC,PC_Gamer,72.0
8050,Street Fighter III: Third Strike Online Edition,PlayStation3,PlayStation,72.0
8051,Broken Age,PlayStation4,PlayStation,72.0
8052,Murder by Numbers,PC,PC_Gamer,72.0
8053,F1 2019,PC,PC_Gamer,72.0
8054,Noitu Love: Devolution,WiiU,Nintendo,72.0
8055,D4: Dark Dreams Don't Die,XboxOne,Xbox,72.0
8056,Street Fighter III: Third Strike Online Edition,Xbox360,Xbox,72.0
8057,Rio,Xbox360,Xbox,72.0
8058,Stronghold Legends,PC,PC_Gamer,72.0
8059,Deathsmiles,PC,PC_Gamer,72.0
8060,void tRrLM(); //Void Terrarium,Switch,Nintendo,72.0
8061,Sine Mora EX,PlayStation4,PlayStation,72.0
8062,Starbound,PC,PC_Gamer,72.0
8063,Thor: God of Thunder,DS,Nintendo,72.0
8064,NCAA Football 09,PlayStation3,PlayStation,72.0
8065,Sine Mora,PlayStationVita,PlayStation,72.0
8066,World Series Baseball 2K1,Dreamcast,OTRO,72.0
8067,de Blob 2,PlayStation3,PlayStation,72.0
8068,Wild Earth: African Safari,Wii,Nintendo,72.0
8069,Velocity 2X,PlayStationVita,PlayStation,72.0
8070,Eureka Seven Vol. 2: The New Vision,PlayStation2,PlayStation,72.0
8071,Betrayer,PC,PC_Gamer,72.0
8072,Officers,PC,PC_Gamer,72.0
8073,Naruto: Path of the Ninja,DS,Nintendo,72.0
8074,Resident Evil: Revelations,PC,PC_Gamer,72.0
8075,Pangya Fantasy Golf,PSP,PlayStation,72.0
8076,Resogun: Defenders,PlayStation4,PlayStation,72.0
8077,DiRT 3,PlayStation3,PlayStation,72.0
8078,Moving Out,PC,PC_Gamer,72.0
8079,Rez Infinite,PC,PC_Gamer,72.0
8080,Hero Defense,XboxOne,Xbox,72.0
8081,Star Wars Pinball,Switch,Nintendo,72.0
8082,Halo: Reach Remastered,PC,PC_Gamer,72.0
8083,Dynasty Warriors 6,Xbox360,Xbox,72.0
8084,escapeVektor: Chapter 1,Wii,Nintendo,72.0
8085,Druidstone: The Secret of the Menhir Forest,PC,PC_Gamer,72.0
8086,Perfect Dark Zero,Xbox360,Xbox,72.0
8087,Borderlands 2: Captain Scarlett and Her Pirate's Booty,PC,PC_Gamer,73.0
8088,UFC: Tapout 2,Xbox,Xbox,73.0
8089,Minecraft: Xbox 360 Edition,Xbox360,Xbox,73.0
8090,Ritual: Crown of Horns,Switch,Nintendo,73.0
8091,Baseball Mogul 2003,PC,PC_Gamer,73.0
8092,Metal Gear Solid 2: Substance,PC,PC_Gamer,73.0
8093,Borderlands 2 VR,PlayStation4,PlayStation,73.0
8094,Shadow of the Tomb Raider,XboxOne,Xbox,73.0
8095,Dragon Ball Z: Burst Limit,PlayStation3,PlayStation,73.0
8096,Wet,Xbox360,Xbox,73.0
8097,Raving Rabbids: Travel in Time,Wii,Nintendo,73.0
8098,Darksiders II: Deathinitive Edition,XboxOne,Xbox,73.0
8099,NBA Ballers,Xbox,Xbox,73.0
8100,PlanetSide,PC,PC_Gamer,73.0
8101,RWBY: Grimm Eclipse,XboxOne,Xbox,73.0
8102,Test Drive,PlayStation2,PlayStation,73.0
8103,Sakura Wars,PlayStation4,PlayStation,73.0
8104,Ghost 1.0,PC,PC_Gamer,73.0
8105,Tenchu: Shadow Assassins,Wii,Nintendo,73.0
8106,Crash Tag Team Racing,GameCube,Nintendo,73.0
8107,Abyss Odyssey,PC,PC_Gamer,73.0
8108,Black & White: Creature Isle,PC,PC_Gamer,73.0
8109,Disney's Tarzan Untamed,GameCube,Nintendo,73.0
8110,We Cheer,Wii,Nintendo,73.0
8111,Mercenaries Saga Chronicles,Switch,Nintendo,73.0
8112,Silent Hill: Downpour,Xbox360,Xbox,73.0
8113,Watch Dogs: Bad Blood,PlayStation4,PlayStation,73.0
8114,Gravity Crash,PlayStation3,PlayStation,73.0
8115,Digimon Story Cyber Sleuth: Hacker's Memory,PlayStation4,PlayStation,73.0
8116,Tom Clancy's Rainbow Six Siege,PlayStation4,PlayStation,73.0
8117,The Outer Worlds,PC,PC_Gamer,73.0
8118,Gangland,PC,PC_Gamer,73.0
8119,Black Knight Sword,Xbox360,Xbox,73.0
8120,Dragon Ball: Raging Blast,PlayStation3,PlayStation,73.0
8121,Swingerz Golf,GameCube,Nintendo,73.0
8122,Unbound Saga,PSP,PlayStation,73.0
8123,Diner Dash: Sizzle & Serve,DS,Nintendo,73.0
8124,Dandara,Switch,Nintendo,73.0
8125,Q.U.B.E. 2,PC,PC_Gamer,73.0
8126,Majestic,PC,PC_Gamer,73.0
8127,Job Simulator,PlayStation4,PlayStation,73.0
8128,Waveform,PC,PC_Gamer,73.0
8129,Hand of Fate,XboxOne,Xbox,73.0
8130,The House of the Dead III,Xbox,Xbox,73.0
8131,Way of the Samurai 4,PC,PC_Gamer,73.0
8132,Wreckfest,PC,PC_Gamer,73.0
8133,Tiny & Big: Grandpa's Leftovers,PC,PC_Gamer,73.0
8134,Reus,PC,PC_Gamer,73.0
8135,Scooby-Doo! Night of 100 Frights,Xbox,Xbox,73.0
8136,Five Nights at Freddy's,PC,PC_Gamer,73.0
8137,Laser League,XboxOne,Xbox,73.0
8138,Hot Wheels Stunt Track Challenge,PlayStation2,PlayStation,73.0
8139,Vaporum,XboxOne,Xbox,73.0
8140,The Fancy Pants Adventures,PlayStation3,PlayStation,73.0
8141,NBA Starting Five,PlayStation2,PlayStation,73.0
8142,Moonlighter,PlayStation4,PlayStation,73.0
8143,XCOM 2,PC,PC_Gamer,73.0
8144,Space Hulk Ascension,PC,PC_Gamer,73.0
8145,Strider,PlayStation3,PlayStation,73.0
8146,The Sims 2: Pets,GameCube,Nintendo,73.0
8147,de Blob 2,Xbox360,Xbox,73.0
8148,4x4 EVO 2,PC,PC_Gamer,73.0
8149,We. The Revolution,PC,PC_Gamer,73.0
8150,Senran Kagura Shinovi Versus,PC,PC_Gamer,73.0
8151,Warriors Orochi,Xbox360,Xbox,73.0
8152,Section 8,Xbox360,Xbox,73.0
8153,Hue,PlayStation4,PlayStation,73.0
8154,0RBITALIS,PC,PC_Gamer,73.0
8155,Magrunner: Dark Pulse,PC,PC_Gamer,73.0
8156,Soldiers of Anarchy,PC,PC_Gamer,73.0
8157,Stranger of Sword City,XboxOne,Xbox,73.0
8158,Zone of the Enders,PlayStation2,PlayStation,73.0
8159,theHunter: Call of the Wild,PC,PC_Gamer,73.0
8160,Marvel Avengers: Battle for Earth,Xbox360,Xbox,73.0
8161,Sword of the Stars,PC,PC_Gamer,73.0
8162,Ready 2 Rumble Boxing: Round 2,PlayStation2,PlayStation,73.0
8163,Ridge Racer 7,PlayStation3,PlayStation,73.0
8164,Bad Apple Wars,PlayStationVita,PlayStation,73.0
8165,Remnant: From the Ashes,PlayStation4,PlayStation,73.0
8166,Glory Days 2,DS,Nintendo,73.0
8167,World Series of Poker: Tournament of Champions,Xbox360,Xbox,73.0
8168,Armored Core 4,Xbox360,Xbox,73.0
8169,Terraria,Xbox360,Xbox,73.0
8170,Stranglehold,PC,PC_Gamer,73.0
8171,Lightning Returns: Final Fantasy XIII,PC,PC_Gamer,73.0
8172,Tales From The Borderlands: Episode 3 - Catch A Ride,PlayStation4,PlayStation,73.0
8173,Brain Age 2: More Training in Minutes a Day,DS,Nintendo,73.0
8174,Hyperdimension Neptunia mk2,PlayStation3,PlayStation,73.0
8175,Donut County,PC,PC_Gamer,73.0
8176,Tecmo Bowl: Kickoff,DS,Nintendo,73.0
8177,Torino 2006 - the Official Video Game of the XX Olympic Winter Games,PlayStation2,PlayStation,73.0
8178,Game of Thrones: Episode One - Iron From Ice,PlayStation4,PlayStation,73.0
8179,God Eater 2: Rage Burst,PlayStation4,PlayStation,73.0
8180,Feist,PC,PC_Gamer,73.0
8181,Reigns,PC,PC_Gamer,73.0
8182,Sega Rally Revo,Xbox360,Xbox,73.0
8183,Faeria,Switch,Nintendo,73.0
8184,Counter-Strike: Global Offensive,PC,PC_Gamer,73.0
8185,Sine Mora EX,Switch,Nintendo,73.0
8186,Alone in the Dark: The New Nightmare,Dreamcast,OTRO,73.0
8187,Serious Sam HD: The Second Encounter,Xbox360,Xbox,73.0
8188,The Baconing,PlayStation3,PlayStation,73.0
8189,Minoria,PC,PC_Gamer,73.0
8190,IL-2 Sturmovik: Birds of Prey,PlayStation3,PlayStation,73.0
8191,FIFA 2001,PlayStation2,PlayStation,73.0
8192,SUPERBEAT: XONiC,PlayStationVita,PlayStation,73.0
8193,The Turing Test,XboxOne,Xbox,73.0
8194,Combat: Task Force 121,Xbox,Xbox,73.0
8195,Assassin's Creed,PlayStation3,PlayStation,73.0
8196,Guitar Hero: Warriors of Rock,Wii,Nintendo,73.0
8197,NBA Courtside 2002,GameCube,Nintendo,73.0
8198,Guild Wars 2: Heart of Thorns,PC,PC_Gamer,73.0
8199,Disney Castle of Illusion starring Mickey Mouse,PlayStation3,PlayStation,73.0
8200,Sins of a Solar Empire: Entrenchment,PC,PC_Gamer,73.0
8201,"Guns, Gore & Cannoli",XboxOne,Xbox,73.0
8202,Bleach: Shattered Blade,Wii,Nintendo,73.0
8203,Twin Breaker: A Sacred Symbols Adventure,PlayStation4,PlayStation,73.0
8204,Neverwinter Nights 2: Storm of Zehir,PC,PC_Gamer,73.0
8205,Mortal Shell,PlayStation4,PlayStation,73.0
8206,Steel Rats,PC,PC_Gamer,73.0
8207,Hunter: The Reckoning,GameCube,Nintendo,73.0
8208,Dawn of Discovery,DS,Nintendo,73.0
8209,Dynasty Warriors,PSP,PlayStation,73.0
8210,Dragon Ball Z: Battle of Z,PlayStationVita,PlayStation,73.0
8211,Mr. Driller: Drill Spirits,DS,Nintendo,73.0
8212,TiQal,Xbox360,Xbox,73.0
8213,Race Driver 2006,PSP,PlayStation,73.0
8214,Madden NFL 07,PC,PC_Gamer,73.0
8215,Bloodforge,Xbox360,Xbox,73.0
8216,Tetris,PlayStation3,PlayStation,73.0
8217,Viking: Battle for Asgard,PlayStation3,PlayStation,73.0
8218,MotoGP 3: Ultimate Racing Technology,PC,PC_Gamer,73.0
8219,Tony Hawk's Downhill Jam,DS,Nintendo,73.0
8220,The Walking Dead: The Telltale Definitive Series,PlayStation4,PlayStation,73.0
8221,TMNT,GameBoyAdvance,Nintendo,73.0
8222,EVE Online,PC,PC_Gamer,73.0
8223,Trackmania Turbo,XboxOne,Xbox,73.0
8224,Brain Age: Concentration Training,3DS,Nintendo,73.0
8225,Zack Zero,PC,PC_Gamer,73.0
8226,Renegade Ops,PlayStation3,PlayStation,73.0
8227,Phoenix Wright: Ace Attorney Trilogy,XboxOne,Xbox,73.0
8228,Momodora: Reverie Under the Moonlight,PlayStation4,PlayStation,73.0
8229,The Lord of the Rings: War in the North,Xbox360,Xbox,73.0
8230,Cat Quest II: The Lupus Empire,PC,PC_Gamer,73.0
8231,Pokemon Ranger,DS,Nintendo,73.0
8232,Luftrausers,PlayStation3,PlayStation,73.0
8233,Wooden Sen'SeY,WiiU,Nintendo,73.0
8234,Flotilla,PC,PC_Gamer,73.0
8235,Fallout 3: The Pitt,Xbox360,Xbox,73.0
8236,Warhammer: Battle March,Xbox360,Xbox,73.0
8237,Tales of Zestiria,PlayStation4,PlayStation,73.0
8238,Darksiders II: Deathinitive Edition,PlayStation4,PlayStation,73.0
8239,High Heat Major League Baseball 2002,PlayStation2,PlayStation,73.0
8240,The Incredible Adventures of Van Helsing,XboxOne,Xbox,73.0
8241,Dr. Mario Express,DS,Nintendo,73.0
8242,ESPN International Track & Field,PlayStation2,PlayStation,73.0
8243,The Matrix Online,PC,PC_Gamer,73.0
8244,Hulk,Xbox,Xbox,73.0
8245,Age of Conan: Hyborian Adventures,PC,PC_Gamer,73.0
8246,Enemy Territory: Quake Wars,Xbox360,Xbox,73.0
8247,Syberia,Switch,Nintendo,73.0
8248,Dark Sector,PlayStation3,PlayStation,73.0
8249,Ready 2 Rumble Boxing: Round 2,Dreamcast,OTRO,73.0
8250,The Complex,PC,PC_Gamer,73.0
8251,flower,PlayStation4,PlayStation,73.0
8252,"Medieval Lords: Build, Defend, Expand",PC,PC_Gamer,73.0
8253,Need for Speed ProStreet,PSP,PlayStation,73.0
8254,Transport Fever 2,PC,PC_Gamer,73.0
8255,Paradise Killer,Switch,Nintendo,73.0
8256,Zombie Panic in Wonderland,Wii,Nintendo,73.0
8257,Fell Seal: Arbiter's Mark,PC,PC_Gamer,73.0
8258,Rayman 3 HD,Xbox360,Xbox,73.0
8259,Gravel,PC,PC_Gamer,73.0
8260,Assassin's Creed: Revelations,Xbox360,Xbox,73.0
8261,NBA 2K2,GameCube,Nintendo,73.0
8262,Quantum Conundrum,PC,PC_Gamer,73.0
8263,Dynasty Warriors 7,PlayStation3,PlayStation,73.0
8264,Kingdoms and Castles,PC,PC_Gamer,73.0
8265,Light Fall,Switch,Nintendo,73.0
8266,Volume,PC,PC_Gamer,73.0
8267,Anomaly: Warzone Earth,PC,PC_Gamer,73.0
8268,The Great Escape,Xbox,Xbox,73.0
8269,SteamWorld Dig,PlayStation4,PlayStation,73.0
8270,Matterfall,PlayStation4,PlayStation,73.0
8271,Pokken Tournament,WiiU,Nintendo,73.0
8272,Strong Bad's Cool Game for Attractive People Episode 5: 8-Bit Is Enough,PC,PC_Gamer,73.0
8273,Prince of Persia,PC,PC_Gamer,73.0
8274,Blacklight: Tango Down,Xbox360,Xbox,73.0
8275,Art Style: AQUIA,DS,Nintendo,73.0
8276,Xpand Rally,PC,PC_Gamer,73.0
8277,Ratchet & Clank Future: Quest for Booty,PlayStation3,PlayStation,73.0
8278,Fable II: Knothole Island,Xbox360,Xbox,73.0
8279,Disney's Extreme Skate Adventure,Xbox,Xbox,73.0
8280,B-17 Flying Fortress: The Mighty 8th,PC,PC_Gamer,73.0
8281,Star Ocean: The Last Hope,Xbox360,Xbox,73.0
8282,Delta Force: Black Hawk Down - Team Sabre,PC,PC_Gamer,73.0
8283,Ever Forward,PC,PC_Gamer,73.0
8284,Worms Blast,GameCube,Nintendo,73.0
8285,Mortal Kombat vs. DC Universe,Xbox360,Xbox,73.0
8286,Unreal Tournament,PlayStation2,PlayStation,73.0
8287,EverQuest: The Scars of Velious,PC,PC_Gamer,73.0
8288,Pokemon Battle Trozei,3DS,Nintendo,73.0
8289,007: Quantum of Solace,Wii,Nintendo,73.0
8290,The Escapists: The Walking Dead,XboxOne,Xbox,73.0
8291,NAIRI: Tower of Shirin,Switch,Nintendo,73.0
8292,Brothers in Arms: Road to Hill 30,PC,PC_Gamer,73.0
8293,MX vs. ATV Unleashed,PC,PC_Gamer,73.0
8294,Islands of Wakfu,Xbox360,Xbox,73.0
8295,WWF SmackDown! Just Bring It,PlayStation2,PlayStation,73.0
8296,echochrome,PlayStation3,PlayStation,73.0
8297,Echelon,PC,PC_Gamer,73.0
8298,XGRA: Extreme-G Racing Association,GameCube,Nintendo,73.0
8299,No More Heroes: Heroes Paradise,PlayStation3,PlayStation,73.0
8300,Cobalt,XboxOne,Xbox,73.0
8301,Othercide,PlayStation4,PlayStation,73.0
8302,ProStroke Golf - World Tour 2007,Xbox,Xbox,73.0
8303,NBA Jam: On Fire Edition,PlayStation3,PlayStation,73.0
