id,Nombre,Plataforma,Marca,Puntuacion_usuario
2816,Persona 5: Dancing in Starlight,PlayStation4,PlayStation,58.0
2817,Carnival Games VR,PlayStation4,PlayStation,58.0
2818,Danger Girl,PlayStation,PlayStation,58.0
2819,Borderlands 3,PlayStation4,PlayStation,58.0
2820,Shiftlings,XboxOne,Xbox,58.0
2821,Encleverment Experiment,Xbox360,Xbox,58.0
2822,The Elder Scrolls Online: Greymoor,PlayStation4,PlayStation,58.0
2823,Call of Duty: Ghosts - Devastation,XboxOne,Xbox,58.0
2824,APB: Reloaded,PC,PC_Gamer,58.0
2825,War of the Roses,PC,PC_Gamer,58.0
2826,Saints Row: The Third - The Full Package,Switch,Nintendo,58.0
2827,Alter Ego (2010),PC,PC_Gamer,58.0
2828,Valhalla Knights 2,PSP,PlayStation,58.0
2829,Bound by Flame,PlayStation4,PlayStation,58.0
2830,Dino Stalker,PlayStation2,PlayStation,58.0
2831,Warriors of Might and Magic,PlayStation2,PlayStation,58.0
2832,Tom Clancy's Splinter Cell 3D,3DS,Nintendo,58.0
2833,PaRappa the Rapper,PSP,PlayStation,58.0
2834,Without Warning,PlayStation2,PlayStation,58.0
2835,Tiger Woods PGA Tour 2002,PC,PC_Gamer,58.0
2836,Incoming Forces,PC,PC_Gamer,58.0
2837,Guilty Gear X Advance Edition,GameBoyAdvance,Nintendo,58.0
2838,Dead or Alive Paradise,PSP,PlayStation,58.0
2839,Sniper: Ghost Warrior 2,Xbox360,Xbox,58.0
2840,Dawn of Magic,PC,PC_Gamer,58.0
2841,The Wizards: Enhanced Edition,PlayStation4,PlayStation,58.0
2842,Raiders of the Broken Planet,XboxOne,Xbox,58.0
2843,Assassin's Creed Chronicles: China,XboxOne,Xbox,58.0
2844,Cannon Fodder 3,PC,PC_Gamer,58.0
2845,Beyblade: Evolution,3DS,Nintendo,58.0
2846,FIFA 14,XboxOne,Xbox,58.0
2847,RAGE 2,PlayStation4,PlayStation,58.0
2848,Life is Strange 2: Episode 5 - Wolves,PC,PC_Gamer,58.0
2849,Iron Man,Xbox360,Xbox,58.0
2850,Trivial Pursuit,Wii,Nintendo,58.0
2851,Dungeon Souls,PC,PC_Gamer,58.0
2852,Game Party 2,Wii,Nintendo,58.0
2853,Codename Panzers: Cold War,PC,PC_Gamer,58.0
2854,Elite Warriors: Vietnam,PC,PC_Gamer,58.0
2855,Sprung,DS,Nintendo,58.0
2856,Tom Clancy's The Division 2,XboxOne,Xbox,58.0
2857,The Italian Job,Xbox,Xbox,58.0
2858,Blade II,Xbox,Xbox,58.0
2859,Teenage Mutant Ninja Turtles 2: Battle Nexus,GameCube,Nintendo,58.0
2860,Alien Breed (PS Mobile),PlayStationVita,PlayStation,58.0
2861,Bionicle Heroes,Wii,Nintendo,58.0
2862,Devil's Hunt,PC,PC_Gamer,58.0
2863,Metrico,PlayStationVita,PlayStation,58.0
2864,Twin Sector,PC,PC_Gamer,58.0
2865,Guitar Hero 5,PlayStation3,PlayStation,58.0
2866,Eragon,PC,PC_Gamer,58.0
2867,Sniper: Ghost Warrior,Xbox360,Xbox,58.0
2868,X-Men Origins: Wolverine,Wii,Nintendo,58.0
2869,East India Company,PC,PC_Gamer,58.0
2870,Football Manager 2020,PC,PC_Gamer,58.0
2871,Brink,Xbox360,Xbox,58.0
2872,Madden NFL 11,Xbox360,Xbox,58.0
2873,Shadow the Hedgehog,PlayStation2,PlayStation,58.0
2874,SoulCalibur Legends,Wii,Nintendo,58.0
2875,Bubsy: The Woolies Strike Back,PlayStation4,PlayStation,58.0
2876,The UnderGarden,PC,PC_Gamer,58.0
2877,Nibiru: Age of Secrets,PC,PC_Gamer,58.0
2878,Golden Axe: Beast Rider,Xbox360,Xbox,58.0
2879,The Club,PC,PC_Gamer,58.0
2880,Ice Age,GameBoyAdvance,Nintendo,58.0
2881,Family Guy,Xbox,Xbox,58.0
2882,Monopoly for Nintendo Switch,Switch,Nintendo,58.0
2883,GTI Club Supermini Festa!,Wii,Nintendo,58.0
2884,WRC 9 FIA World Rally Championship,XboxOne,Xbox,58.0
2885,Bullet Witch,PC,PC_Gamer,58.0
2886,Looney Tunes: Acme Arsenal,Wii,Nintendo,58.0
2887,Cooking Mama 3: Shop & Chop,DS,Nintendo,59.0
2888,Watch Dogs: Legion,PC,PC_Gamer,59.0
2889,Titan Souls,PC,PC_Gamer,59.0
2890,WRC 6: World Rally Championship,PlayStation4,PlayStation,59.0
2891,World War Z,PC,PC_Gamer,59.0
2892,Syberia 3,PC,PC_Gamer,59.0
2893,Morningstar: Descent to Deadrock,PC,PC_Gamer,59.0
2894,RiME,Switch,Nintendo,59.0
2895,Rock Band 3,DS,Nintendo,59.0
2896,Utawarerumono: Prelude to the Fallen,PlayStation4,PlayStation,59.0
2897,WRC 8 FIA World Rally Championship,Switch,Nintendo,59.0
2898,Happy Tree Friends: False Alarm,Xbox360,Xbox,59.0
2899,Pariah,PC,PC_Gamer,59.0
2900,Genji: Days of the Blade,PlayStation3,PlayStation,59.0
2901,Foul Play,PC,PC_Gamer,59.0
2902,Shifting World,3DS,Nintendo,59.0
2903,Road Redemption,Switch,Nintendo,59.0
2904,She Remembered Caterpillars,PC,PC_Gamer,59.0
2905,Bullet Witch,Xbox360,Xbox,59.0
2906,Loadout,PlayStation4,PlayStation,59.0
2907,Far Cry 2,PC,PC_Gamer,59.0
2908,TRON: Evolution,Xbox360,Xbox,59.0
2909,Assault Android Cactus,XboxOne,Xbox,59.0
2910,Bohemian Killing,PC,PC_Gamer,59.0
2911,Secret Files 3,PC,PC_Gamer,59.0
2912,Football Manager 2018,PC,PC_Gamer,59.0
2913,Bad Boys: Miami Takedown,Xbox,Xbox,59.0
2914,The History Channel: Battle for the Pacific,Xbox360,Xbox,59.0
2915,Spider-Man: Friend or Foe,PC,PC_Gamer,59.0
2916,Hearthstone: Heroes of Warcraft,PC,PC_Gamer,59.0
2917,Skylanders: Spyro's Adventure,Wii,Nintendo,59.0
2918,Just Dance 2015,PlayStation4,PlayStation,59.0
2919,Narco Terror,Xbox360,Xbox,59.0
2920,Miner Wars 2081,PC,PC_Gamer,59.0
2921,Kromaia Omega,PlayStation4,PlayStation,59.0
2922,Far Cry Instincts,Xbox,Xbox,59.0
2923,NBA Live 18,PlayStation4,PlayStation,59.0
2924,Rad Rodgers,PC,PC_Gamer,59.0
2925,Need for Speed: Shift,PC,PC_Gamer,59.0
2926,Pacific Storm,PC,PC_Gamer,59.0
2927,Dragon Age: Inquisition,PC,PC_Gamer,59.0
2928,Star Wars: The Force Unleashed II,Xbox360,Xbox,59.0
2929,Absolver,PC,PC_Gamer,59.0
2930,CastleStorm: Definitive Edition,PlayStation4,PlayStation,59.0
2931,Tacoma,PlayStation4,PlayStation,59.0
2932,Medal of Honor: Warfighter,PlayStation3,PlayStation,59.0
2933,Overwatch,XboxOne,Xbox,59.0
2934,We Happy Few,XboxOne,Xbox,59.0
2935,Panzer Corps 2,PC,PC_Gamer,59.0
2936,Wargroove,PC,PC_Gamer,59.0
2937,Space Hulk: Deathwing,PlayStation4,PlayStation,59.0
2938,Knights of Pen & Paper +1 Edition,PC,PC_Gamer,59.0
2939,Infinite Minigolf,Switch,Nintendo,59.0
2940,Dr. Kawashima's Brain Training for Nintendo Switch,Switch,Nintendo,59.0
2941,Back to the Future: The Game - Episode IV: Double Visions,PC,PC_Gamer,59.0
2942,Yu-Gi-Oh! Zexal: World Duel Carnival,3DS,Nintendo,59.0
2943,Disaster Report 4: Summer Memories,PlayStation4,PlayStation,59.0
2944,They Are Billions,XboxOne,Xbox,59.0
2945,Tactical Intervention,PC,PC_Gamer,59.0
2946,FIFA 18,Switch,Nintendo,59.0
2947,Afterfall: InSanity,PC,PC_Gamer,59.0
2948,The Sims 4: Outdoor Retreat,PC,PC_Gamer,59.0
2949,Cubic Ninja,3DS,Nintendo,59.0
2950,Deadliest Catch: Alaskan Storm,Xbox360,Xbox,59.0
2951,Dark Void,PlayStation3,PlayStation,59.0
2952,100ft Robot Golf,PlayStation4,PlayStation,59.0
2953,Inked,PC,PC_Gamer,59.0
2954,Q.U.B.E. Director's Cut,WiiU,Nintendo,59.0
2955,NBA Playgrounds,XboxOne,Xbox,59.0
2956,Worms Battlegrounds,PlayStation4,PlayStation,59.0
2957,Forgotten Realms: Demon Stone,PC,PC_Gamer,59.0
2958,Penumbra: Requiem,PC,PC_Gamer,59.0
2959,1942: Joint Strike,PlayStation3,PlayStation,59.0
2960,Bolt,PlayStation3,PlayStation,59.0
2961,Sniper: Ghost Warrior 2,PC,PC_Gamer,59.0
2962,Star Wars Battlefront: Outer Rim,PlayStation4,PlayStation,59.0
2963,Le Tour de France 2013 - 100th Edition,Xbox360,Xbox,59.0
2964,Shadows: Awakening,PlayStation4,PlayStation,59.0
2965,Space Force: Rogue Universe,PC,PC_Gamer,59.0
2966,Fantastic Four: Rise of the Silver Surfer,Wii,Nintendo,59.0
2967,WRC 5,PlayStation4,PlayStation,59.0
2968,GRIP: Combat Racing,Switch,Nintendo,59.0
2969,Earthworm Jim,GameBoyAdvance,Nintendo,59.0
2970,Da New Guys: Day of the Jackass,PC,PC_Gamer,59.0
2971,Hitman - Episode 3: Marrakesh,PC,PC_Gamer,59.0
2972,Adam's Venture Chronicles,PlayStation3,PlayStation,59.0
2973,The Bunker,PlayStation4,PlayStation,59.0
2974,Need for Speed Undercover,PlayStation3,PlayStation,59.0
2975,Sniper: Ghost Warrior 2,PlayStation3,PlayStation,59.0
2976,World War III: Black Gold,PC,PC_Gamer,59.0
2977,Hydrophobia: Prophecy,PC,PC_Gamer,59.0
2978,Disney Epic Mickey: The Power of Illusion,3DS,Nintendo,59.0
2979,Medal of Honor Rising Sun,Xbox,Xbox,59.0
2980,Back in 1995,PC,PC_Gamer,59.0
2981,Dead by Daylight,PC,PC_Gamer,59.0
2982,Batman: The Enemy Within - Episode 1: The Enigma,PlayStation4,PlayStation,59.0
2983,The Terminator: Dawn of Fate,PlayStation2,PlayStation,59.0
2984,For Honor,XboxOne,Xbox,59.0
2985,Harvest Moon: Skytree Village,3DS,Nintendo,59.0
2986,Mass Effect 3,PC,PC_Gamer,59.0
2987,Battlefield 4,PlayStation3,PlayStation,59.0
2988,FIFA Soccer 10,Wii,Nintendo,59.0
2989,Yaiba: Ninja Gaiden Z,PC,PC_Gamer,59.0
2990,Blacksad: Under the Skin,XboxOne,Xbox,59.0
2991,The Hong Kong Massacre,PlayStation4,PlayStation,59.0
2992,Short Peace: Ranko Tsukigime's Longest Day,PlayStation3,PlayStation,59.0
2993,Pro Evolution Soccer 2011,Wii,Nintendo,59.0
2994,Magicka 2,PC,PC_Gamer,59.0
2995,Maid of Sker,PlayStation4,PlayStation,59.0
2996,Pro Evolution Soccer 2017,XboxOne,Xbox,59.0
2997,Secrets of the Ark: A Broken Sword Game,PC,PC_Gamer,59.0
2998,Pro Evolution Soccer 2011,Wii,Nintendo,59.0
2999,Rad Rodgers,XboxOne,Xbox,59.0
3000,TMNT,Wii,Nintendo,59.0
3001,Need for Speed Undercover,Xbox360,Xbox,59.0
3002,Factotum 90,XboxOne,Xbox,59.0
3003,ONRUSH,PlayStation4,PlayStation,59.0
3004,TMNT,PlayStation2,PlayStation,59.0
3005,Disintegration,PC,PC_Gamer,59.0
3006,NBA Live 15,PlayStation4,PlayStation,59.0
3007,Need for Speed: Most Wanted - A Criterion Game,PlayStation3,PlayStation,59.0
3008,Teenage Mutant Ninja Turtles: Arcade Attack,DS,Nintendo,59.0
3009,Nidhogg 2,PlayStation4,PlayStation,59.0
3010,RF Online,PC,PC_Gamer,59.0
3011,Soda Drinker Pro,XboxOne,Xbox,59.0
3012,NBA Live 09 All-Play,Wii,Nintendo,59.0
3013,Zanki Zero: Last Beginning,PlayStation4,PlayStation,59.0
3014,Dead Rising 4: Frank's Big Package,PlayStation4,PlayStation,59.0
3015,Transformers: Dark of the Moon,PlayStation3,PlayStation,59.0
3016,Toren,PC,PC_Gamer,59.0
3017,Heritage of Kings: The Settlers,PC,PC_Gamer,59.0
3018,Star Wars: The Force Unleashed II,PC,PC_Gamer,59.0
3019,"Warhammer 40,000: Mechanicus",Switch,Nintendo,59.0
3020,Star Wars: Flight of the Falcon,GameBoyAdvance,Nintendo,59.0
3021,Pirates of Black Cove,PC,PC_Gamer,59.0
3022,Mass Effect 3,Xbox360,Xbox,59.0
3023,Little Nightmares: The Depths,PlayStation4,PlayStation,59.0
3024,Generation Zero,PlayStation4,PlayStation,59.0
3025,Surgeon Simulator 2013,PC,PC_Gamer,59.0
3026,Infliction: Extended Cut,XboxOne,Xbox,59.0
3027,Ninja Reflex,Wii,Nintendo,59.0
3028,Aliens vs. Predator: Requiem,PSP,PlayStation,59.0
3029,"What Did I Do to Deserve This, My Lord!?",PSP,PlayStation,59.0
3030,BreakQuest,PSP,PlayStation,59.0
3031,Syndicate (2012),PC,PC_Gamer,59.0
3032,Shadwen,PlayStation4,PlayStation,59.0
3033,WWE 2K19,PlayStation4,PlayStation,59.0
3034,Zombi,PlayStation4,PlayStation,59.0
3035,Death Road to Canada,PlayStation4,PlayStation,59.0
3036,Creature in the Well,XboxOne,Xbox,59.0
3037,Sniper Elite V2 Remastered,XboxOne,Xbox,59.0
3038,Thief,PC,PC_Gamer,59.0
3039,Dragon's Prophet,PC,PC_Gamer,59.0
3040,ToeJam & Earl: Back in the Groove!,Switch,Nintendo,59.0
3041,Ancestors: The Humankind Odyssey,PlayStation4,PlayStation,59.0
3042,Bionic Commando Rearmed 2,Xbox360,Xbox,59.0
3043,DOOM 3: BFG Edition,PC,PC_Gamer,59.0
3044,Shifters,PlayStation2,PlayStation,59.0
3045,ZEN Pinball 2: Aliens Vs. Pinball,PlayStation4,PlayStation,59.0
3046,Xiaolin Showdown,PlayStation2,PlayStation,59.0
3047,Dungeons & Dragons: Chronicles of Mystara,Xbox360,Xbox,59.0
3048,Rogue Trooper Redux,PC,PC_Gamer,59.0
3049,EVERSPACE,PlayStation4,PlayStation,59.0
3050,Garshasp: The Monster Slayer,PC,PC_Gamer,59.0
3051,Titan Quest,PlayStation4,PlayStation,59.0
3052,Knowledge is Power: Decades,PlayStation4,PlayStation,59.0
3053,Amnesia: A Machine for Pigs,PC,PC_Gamer,59.0
3054,Teenage Mutant Ninja Turtles: Mutants in Manhattan,XboxOne,Xbox,59.0
3055,NBA 2K17,XboxOne,Xbox,59.0
3056,How We Soar,PlayStation4,PlayStation,59.0
3057,The First Templar,PC,PC_Gamer,59.0
3058,Bus Simulator 16,PC,PC_Gamer,59.0
3059,Elemental: War of Magic,PC,PC_Gamer,59.0
3060,Cabela's Alaskan Adventures,Xbox360,Xbox,59.0
3061,Men in Black - The Series: Crashdown,PlayStation,PlayStation,59.0
3062,Dyad,PlayStation3,PlayStation,59.0
3063,The Golf Club 2,PlayStation4,PlayStation,59.0
3064,Batman: Arkham Knight - A Matter of Family,XboxOne,Xbox,59.0
3065,Ice Age: Continental Drift - Arctic Games,Xbox360,Xbox,59.0
3066,Contra Anniversary Collection,PlayStation4,PlayStation,59.0
3067,Dungeon Siege III,Xbox360,Xbox,59.0
3068,Dungeons & Dragons: Eye of the Beholder,GameBoyAdvance,Nintendo,59.0
3069,The Witcher Adventure Game,PC,PC_Gamer,59.0
3070,Major League Baseball 2K8,Xbox360,Xbox,59.0
3071,Home (2012),PC,PC_Gamer,59.0
3072,Iron Sky: Invasion,PC,PC_Gamer,59.0
3073,NBA Jam,PlayStation3,PlayStation,59.0
3074,Terminator 3: Rise of the Machines,PlayStation2,PlayStation,59.0
3075,Just Dance 2018,Switch,Nintendo,59.0
3076,King Oddball,PlayStationVita,PlayStation,59.0
3077,198X,PlayStation4,PlayStation,59.0
3078,Youtubers Life: OMG Edition,Switch,Nintendo,59.0
3079,Uncharted: Fight for Fortune,PlayStationVita,PlayStation,59.0
3080,Dear Esther: Landmark Edition,PlayStation4,PlayStation,59.0
3081,NBA ShootOut 2003,PlayStation2,PlayStation,59.0
3082,Ace Combat: Assault Horizon Legacy+,3DS,Nintendo,59.0
3083,Dragon Ball Z: Sagas,PlayStation2,PlayStation,59.0
3084,Total War: Three Kingdoms - A World Betrayed,PC,PC_Gamer,59.0
3085,Castlevania Judgment,Wii,Nintendo,59.0
3086,One Piece: Pirate Warriors 4,XboxOne,Xbox,59.0
3087,The Lord of the Rings: The Fellowship of the Ring,PC,PC_Gamer,59.0
3088,Legend of Kay Anniversary,PlayStation4,PlayStation,59.0
3089,Lucha Fury,Xbox360,Xbox,59.0
3090,Raging Justice,Switch,Nintendo,59.0
3091,Zombie Tycoon 2: Brainhov's Revenge,PlayStation3,PlayStation,59.0
3092,Fragments of Him,PC,PC_Gamer,59.0
3093,Planescape: Torment: Enhanced Edition / Icewind Dale: Enhanced Edition,Switch,Nintendo,59.0
3094,Red Faction: Guerrilla Re-Mars-tered,PC,PC_Gamer,59.0
3095,Bee Simulator,PC,PC_Gamer,59.0
3096,Rengoku: The Tower of Purgatory,PSP,PlayStation,59.0
3097,LEGRAND LEGACY: Tale of the Fatebounds,Switch,Nintendo,59.0
3098,Canvaleon,WiiU,Nintendo,59.0
3099,CrimeCraft,PC,PC_Gamer,59.0
3100,College Hoops 2K8,PlayStation3,PlayStation,59.0
3101,My Memory of Us,PlayStation4,PlayStation,59.0
3102,Sleep Tight,Switch,Nintendo,60.0
3103,Drawn to Death,PlayStation4,PlayStation,60.0
3104,Life is Strange 2: Episode 3 - Wastelands,XboxOne,Xbox,60.0
3105,Bladestorm: Nightmare,PlayStation4,PlayStation,60.0
3106,Destiny 2: Forsaken,PC,PC_Gamer,60.0
3107,West of Dead,PC,PC_Gamer,60.0
3108,Alpha Prime,PC,PC_Gamer,60.0
3109,Stronghold 2,PC,PC_Gamer,60.0
3110,Watch Dogs: Legion,XboxOne,Xbox,60.0
3111,BurgerTime Party!,Switch,Nintendo,60.0
3112,Ravaged,PC,PC_Gamer,60.0
3113,Mortal Kombat 11: Aftermath,PlayStation4,PlayStation,60.0
3114,NCAA Football 14,Xbox360,Xbox,60.0
3115,Fallout 3: Mothership Zeta,Xbox360,Xbox,60.0
3116,Sparkle 2,PlayStation4,PlayStation,60.0
3117,FIFA Soccer 08,Wii,Nintendo,60.0
3118,Sniper: Ghost Warrior,PlayStation3,PlayStation,60.0
3119,Halo Wars 2,PC,PC_Gamer,60.0
3120,Madden NFL 16,XboxOne,Xbox,60.0
3121,"Jungle Rumble: Freedom, Happiness and Bananas",PlayStationVita,PlayStation,60.0
3122,Legend of the North: Konung,PC,PC_Gamer,60.0
3123,Carnival Games,Wii,Nintendo,60.0
3124,Loki,PC,PC_Gamer,60.0
3125,Eat Lead: The Return of Matt Hazard,PlayStation3,PlayStation,60.0
3126,Assetto Corsa,PlayStation4,PlayStation,60.0
3127,Tiger Woods PGA Tour 07,PlayStation2,PlayStation,60.0
3128,Trailblazers,PlayStation4,PlayStation,60.0
3129,The Assembly,XboxOne,Xbox,60.0
3130,Guilty Gear 2: Overture,Xbox360,Xbox,60.0
3131,NHL 19,XboxOne,Xbox,60.0
3132,MicroBot,PlayStation3,PlayStation,60.0
3133,Tell Me Why,XboxOne,Xbox,60.0
3134,Syberia 3,PlayStation4,PlayStation,60.0
3135,Alien Breed: Impact,PC,PC_Gamer,60.0
3136,Marvel's Guardians of the Galaxy - Episode 2: Under Pressure,PC,PC_Gamer,60.0
3137,Mario Party: Island Tour,3DS,Nintendo,60.0
3138,The Caligula Effect: Overdose,PlayStation4,PlayStation,60.0
3139,V-Rally 4,PlayStation4,PlayStation,60.0
3140,Homefront,Xbox360,Xbox,60.0
3141,Formula One 2001,PlayStation2,PlayStation,60.0
3142,Madden NFL 2002,GameCube,Nintendo,60.0
3143,Call of Cthulhu,XboxOne,Xbox,60.0
3144,Batman: The Enemy Within - Episode 3: The Fractured Mask,PlayStation4,PlayStation,60.0
3145,I Am Alive,PC,PC_Gamer,60.0
3146,One Piece: Pirates' Carnival,GameCube,Nintendo,60.0
3147,The Escapists: Complete Edition,Switch,Nintendo,60.0
3148,WRC 5,PC,PC_Gamer,60.0
3149,Gran Turismo Sport,PlayStation4,PlayStation,60.0
3150,Rock of Ages 3: Make & Break,PC,PC_Gamer,60.0
3151,Ridge Racer Unbounded,PlayStation3,PlayStation,60.0
3152,Tachyon Project,PlayStation4,PlayStation,60.0
3153,The Fast and the Furious,PSP,PlayStation,60.0
3154,Joe Danger 2: The Movie,PlayStation3,PlayStation,60.0
3155,NBA 2K8,PlayStation2,PlayStation,60.0
3156,Pix the Cat,PlayStation4,PlayStation,60.0
3157,ZEN Pinball 2: The Walking Dead,PlayStation4,PlayStation,60.0
3158,Tao Feng: Fist of the Lotus,Xbox,Xbox,60.0
3159,Activision Anthology,GameBoyAdvance,Nintendo,60.0
3160,Wrath Unleashed,PlayStation2,PlayStation,60.0
3161,F1 Race Stars,Xbox360,Xbox,60.0
3162,Ninja Assault,PlayStation2,PlayStation,60.0
3163,Grimshade,PC,PC_Gamer,60.0
3164,Kane & Lynch: Dead Men,PC,PC_Gamer,60.0
3165,GoldenEye 007: Reloaded,Xbox360,Xbox,60.0
3166,Riptide GP: Renegade,PlayStation4,PlayStation,60.0
3167,Batman: Arkham Origins Blackgate - Deluxe Edition,PC,PC_Gamer,60.0
3168,Brink,PC,PC_Gamer,60.0
3169,Hysteria Hospital: Emergency Ward,Wii,Nintendo,60.0
3170,Dead Effect,PC,PC_Gamer,60.0
3171,Wacky Races: Crash & Dash,DS,Nintendo,60.0
3172,Mass Effect 2: Arrival,Xbox360,Xbox,60.0
3173,Elevator Action Deluxe,PlayStation3,PlayStation,60.0
3174,Insecticide: Episode 1,PC,PC_Gamer,60.0
3175,NBA Street,GameCube,Nintendo,60.0
3176,Sentinel: Descendants in Time,PC,PC_Gamer,60.0
3177,Contract J.A.C.K.,PC,PC_Gamer,60.0
3178,Ashen,PC,PC_Gamer,60.0
3179,Blood Bowl,PSP,PlayStation,60.0
3180,Ittle Dew 2,PlayStation4,PlayStation,60.0
3181,Alias,Xbox,Xbox,60.0
3182,Dark Rose Valkyrie,PlayStation4,PlayStation,60.0
3183,Rally Challenge 2000,Nintendo64,Nintendo,60.0
3184,Lucius,PC,PC_Gamer,60.0
3185,Might & Magic: Heroes VI,PC,PC_Gamer,60.0
3186,Fable III: Understone Quest Pack,Xbox360,Xbox,60.0
3187,Marvel Nemesis: Rise of the Imperfects,GameCube,Nintendo,60.0
3188,Drawn to Life: The Next Chapter,Wii,Nintendo,60.0
3189,Hearthstone: Heroes of Warcraft - Blackrock Mountain,PC,PC_Gamer,60.0
3190,Apex Legends,PC,PC_Gamer,60.0
3191,Lost: Via Domus,PC,PC_Gamer,60.0
3192,Bloodroots,PC,PC_Gamer,60.0
3193,The Bradwell Conspiracy,PlayStation4,PlayStation,60.0
3194,A Golden Wake,PC,PC_Gamer,60.0
3195,Galak-Z: The Dimensional,PC,PC_Gamer,60.0
3196,Shark Tale,PlayStation2,PlayStation,60.0
3197,Fallout 4: Nuka-World,PlayStation4,PlayStation,60.0
3198,Bionicle Heroes,Xbox360,Xbox,60.0
3199,AO International Tennis,PlayStation4,PlayStation,60.0
3200,Deliver Us The Moon: Fortuna,PC,PC_Gamer,60.0
3201,Jonah Lomu Rugby Challenge,Xbox360,Xbox,60.0
3202,Telling Lies,PlayStation4,PlayStation,60.0
3203,Rabbids Invasion,XboxOne,Xbox,60.0
3204,Monster Energy Supercross - The Official Videogame 3,XboxOne,Xbox,60.0
3205,MotoGP 08,PlayStation3,PlayStation,60.0
3206,Master Reboot,PlayStation3,PlayStation,60.0
3207,Harold,PC,PC_Gamer,60.0
3208,Football Mogul 2007,PC,PC_Gamer,60.0
3209,Dragon's Lair,Xbox360,Xbox,60.0
3210,Skylar & Plux: Adventure on Clover Island,XboxOne,Xbox,60.0
3211,UFO: Aftermath,PC,PC_Gamer,60.0
3212,LEGO Marvel's Avengers,XboxOne,Xbox,60.0
3213,Dead Island: Riptide,PlayStation3,PlayStation,60.0
3214,World Tour Soccer 2006,PlayStation2,PlayStation,60.0
3215,The Flower Collectors,PC,PC_Gamer,60.0
3216,Borderlands 2: Sir Hammerlock's Big Game Hunt,PC,PC_Gamer,60.0
3217,HomeTown Story,3DS,Nintendo,60.0
3218,X-Blades,Xbox360,Xbox,60.0
3219,Lara Croft and the Temple of Osiris,XboxOne,Xbox,60.0
3220,Whispering Willows,PlayStation4,PlayStation,60.0
3221,Agatha Christie's The ABC Murders,PlayStation4,PlayStation,60.0
3222,MLB 11: The Show,PSP,PlayStation,60.0
3223,Faery: Legends of Avalon,PC,PC_Gamer,60.0
3224,Star Wars: The Old Republic,PC,PC_Gamer,60.0
3225,Law & Order II: Double or Nothing,PC,PC_Gamer,60.0
3226,WWE 2K17,PlayStation4,PlayStation,60.0
3227,Guardians of Middle-Earth,PC,PC_Gamer,60.0
3228,Shadow Bug,Switch,Nintendo,60.0
3229,Empathy: Path of Whispers,PC,PC_Gamer,60.0
3230,Age of Pirates: Caribbean Tales,PC,PC_Gamer,60.0
3231,Crackdown 2,Xbox360,Xbox,60.0
3232,Mevo & the Grooveriders,PC,PC_Gamer,60.0
3233,Assassin's Creed Odyssey,PC,PC_Gamer,60.0
3234,Lemony Snicket's A Series of Unfortunate Events,PC,PC_Gamer,60.0
3235,Letter Quest: Grimm's Journey Remastered,XboxOne,Xbox,60.0
3236,UEFA EURO 2016,PlayStation4,PlayStation,60.0
3237,Superman Returns,Xbox360,Xbox,60.0
3238,Gorasul: Legacy of the Dragon,PC,PC_Gamer,60.0
3239,Dynasty Warriors: Strikeforce,Xbox360,Xbox,60.0
3240,Infernium,Switch,Nintendo,60.0
3241,Hitman - Episode 2: Sapienza,PC,PC_Gamer,60.0
3242,Darkest of Days,PC,PC_Gamer,60.0
3243,Full Mojo Rampage,PlayStation4,PlayStation,60.0
3244,No Heroes Allowed!,PSP,PlayStation,60.0
3245,X-Men: The Official Game,Xbox360,Xbox,60.0
3246,No Time to Explain,PC,PC_Gamer,60.0
3247,The Coma: Recut,Switch,Nintendo,60.0
3248,Skylanders Swap Force,Xbox360,Xbox,60.0
3249,Area 51,PC,PC_Gamer,60.0
3250,Batman: Vengeance,GameCube,Nintendo,60.0
3251,NFL Head Coach,PC,PC_Gamer,60.0
3252,Metal Max Xeno,PlayStation4,PlayStation,60.0
3253,Jeremy McGrath Supercross World,GameCube,Nintendo,60.0
3254,Corruption 2029,PC,PC_Gamer,60.0
3255,Need for Speed Undercover,Wii,Nintendo,60.0
3256,Watch Dogs,XboxOne,Xbox,60.0
3257,Transformers: The Game,PSP,PlayStation,60.0
3258,ReCore,PC,PC_Gamer,60.0
3259,Flip Wars,Switch,Nintendo,60.0
3260,Fairy Fencer F: Advent Dark Force,Switch,Nintendo,60.0
3261,Lumo,PC,PC_Gamer,60.0
3262,Showdown: Legends of Wrestling,PlayStation2,PlayStation,60.0
3263,Pro Evolution Soccer 2016,XboxOne,Xbox,60.0
3264,1979 Revolution: Black Friday,PlayStation4,PlayStation,60.0
3265,Disney Infinity 3.0 Edition,PlayStation4,PlayStation,60.0
3266,Halfway,PC,PC_Gamer,60.0
3267,Serious Sam Double D XXL,Xbox360,Xbox,60.0
3268,Alex Rider: Stormbreaker,DS,Nintendo,60.0
3269,Tony Hawk's Project 8,Xbox,Xbox,60.0
3270,Hummer Badlands,Xbox,Xbox,60.0
3271,Atari Classics Evolved,PSP,PlayStation,60.0
3272,Resident Evil 7: biohazard - Banned Footage Vol. 1,PlayStation4,PlayStation,60.0
3273,Disney*Pixar WALL-E,PSP,PlayStation,60.0
3274,ZEN Pinball 2: South Park: Super-Sweet Pinball,PlayStation4,PlayStation,60.0
3275,Hydrophobia: Prophecy,PlayStation3,PlayStation,60.0
